doi,Materials_1,Polymer_1,conjugation_1,Isomer_1,CentroSymmetry_1,mu_e_1,mu_h_1,E_LUMO (eV)_1,E_HOMO (eV)_1,MonomerA_1,MonomerB_1,Materials_2,Polymer_2,conjugation_2,Isomer_2,CentroSymmetry_2,mu_e_2,mu_h_2,E_LUMO (eV)_2,E_HOMO (eV)_2,MonomerA_2,MonomerB_2
10.1039/C3PY00129F,BID2T-BT,*c1ccc(C2=N/C(=C3/N=C(c4ccc(-c5ccc(-c6ccc(*)s6)s5)s4)N(CC(CC)CCCC)C3=O)C(=O)N2CC(CC)CCCC)s1,1,1.0,1,0.0,7.3e-05,-3.79,-5.32,*c1ccc(-c2ccc(*)s2)s1,*c1ccc(C2=N/C(=C3/N=C(c4ccc(*)s4)N(CC(CC)CCCC)C3=O)C(=O)N2CC(CC)CCCC)s1,BID2T-BDT,*c1ccc(C2=N/C(=C3/N=C(c4ccc(-c5cc6c(CCCCCCCCCCCC)c7sc(*)cc7c(CCCCCCCCCCCC)c6s5)s4)N(CC(CC)CCCC)C3=O)C(=O)N2CC(CC)CCCC)s1,1,1.0,1,0.0,0.0066,-3.75,-5.23,*c1cc2c(CCCCCCCCCCCC)c3sc(*)cc3c(CCCCCCCCCCCC)c2s1,*c1ccc(C2=N/C(=C3/N=C(c4ccc(*)s4)N(CC(CC)CCCC)C3=O)C(=O)N2CC(CC)CCCC)s1
10.1039/C3PY00129F,BID2T-BT,*c1ccc(C2=N/C(=C3/N=C(c4ccc(-c5ccc(-c6ccc(*)s6)s5)s4)N(CC(CC)CCCC)C3=O)C(=O)N2CC(CC)CCCC)s1,1,1.0,1,0.0,7.3e-05,-3.79,-5.32,*c1ccc(-c2ccc(*)s2)s1,*c1ccc(C2=N/C(=C3/N=C(c4ccc(*)s4)N(CC(CC)CCCC)C3=O)C(=O)N2CC(CC)CCCC)s1,BID2T-BDT-2T,*c1ccc(C2=N/C(=C3/N=C(c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(*)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)N(CC(CC)CCCC)C3=O)C(=O)N2CC(CC)CCCC)s1,1,1.0,1,0.0,0.00045,-3.71,-5.11,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,*c1ccc(C2=N/C(=C3/N=C(c4ccc(*)s4)N(CC(CC)CCCC)C3=O)C(=O)N2CC(CC)CCCC)s1
10.1039/C3PY00129F,BID2T-BDT,*c1ccc(C2=N/C(=C3/N=C(c4ccc(-c5cc6c(CCCCCCCCCCCC)c7sc(*)cc7c(CCCCCCCCCCCC)c6s5)s4)N(CC(CC)CCCC)C3=O)C(=O)N2CC(CC)CCCC)s1,1,1.0,1,0.0,0.0066,-3.75,-5.23,*c1cc2c(CCCCCCCCCCCC)c3sc(*)cc3c(CCCCCCCCCCCC)c2s1,*c1ccc(C2=N/C(=C3/N=C(c4ccc(*)s4)N(CC(CC)CCCC)C3=O)C(=O)N2CC(CC)CCCC)s1,BID2T-BDT-2T,*c1ccc(C2=N/C(=C3/N=C(c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(*)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)N(CC(CC)CCCC)C3=O)C(=O)N2CC(CC)CCCC)s1,1,1.0,1,0.0,0.00045,-3.71,-5.11,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,*c1ccc(C2=N/C(=C3/N=C(c4ccc(*)s4)N(CC(CC)CCCC)C3=O)C(=O)N2CC(CC)CCCC)s1
10.1039/C3PY00325F,PNDISS,*c1cc2c3c(c(-c4[se]c5c(C)c(*)[se]c5c4C)cc4c3c1C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C4=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O,1,0.0,1,0.008,0.0,-3.89,-6.21,*c1[se]c2c(C)c(*)[se]c2c1C,*c1cc2c3c(c(*)cc4c3c1C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C4=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O,PNDIBDS ,*c1cc2cc3[se]c(-c4cc5c6c(c(*)cc7c6c4C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C7=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C5=O)cc3cc2[se]1,1,0.0,1,0.01,0.0,-3.9,-6.05,*c1cc2cc3[se]c(*)cc3cc2[se]1,*c1cc2c3c(c(*)cc4c3c1C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C4=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O
10.1039/C3PY00325F,PNDISS,*c1cc2c3c(c(-c4[se]c5c(C)c(*)[se]c5c4C)cc4c3c1C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C4=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O,1,0.0,1,0.008,0.0,-3.89,-6.21,*c1[se]c2c(C)c(*)[se]c2c1C,*c1cc2c3c(c(*)cc4c3c1C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C4=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O,ePNDIBS,*c1ccc(-c2ccc(-c3cc4c5c(c(*)cc6c5c3C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C6=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C4=O)[se]2)[se]1,1,0.0,1,0.24,0.0,-3.9,-5.9,*c1ccc(-c2ccc(*)[se]2)[se]1,*c1cc2c3c(c(*)cc4c3c1C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C4=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O
10.1039/C3PY00325F,PNDIBDS ,*c1cc2cc3[se]c(-c4cc5c6c(c(*)cc7c6c4C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C7=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C5=O)cc3cc2[se]1,1,0.0,1,0.01,0.0,-3.9,-6.05,*c1cc2cc3[se]c(*)cc3cc2[se]1,*c1cc2c3c(c(*)cc4c3c1C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C4=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O,ePNDIBS,*c1ccc(-c2ccc(-c3cc4c5c(c(*)cc6c5c3C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C6=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C4=O)[se]2)[se]1,1,0.0,1,0.24,0.0,-3.9,-5.9,*c1ccc(-c2ccc(*)[se]2)[se]1,*c1cc2c3c(c(*)cc4c3c1C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C4=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O
10.1039/C3TC00550J,PQB,*c1ccc(-c2ccc3c(c2)c(=O)c2cc4c(cc2n3CC(CCCCCCCC)CCCCCCCCCC)c(=O)c2cc(-c3ccc(-c5ccc(*)c6nsnc56)s3)ccc2n4CC(CCCCCCCC)CCCCCCCCCC)s1,0,0.0,0,0.0,0.00577,-3.31,-5.26,*c1ccc(*)c2nsnc12,*c1ccc(-c2ccc3c(c2)c(=O)c2cc4c(cc2n3CC(CCCCCCCC)CCCCCCCCCC)c(=O)c2cc(-c3ccc(*)s3)ccc2n4CC(CCCCCCCC)CCCCCCCCCC)s1,PQBOC8,*c1ccc2c(c1)c(=O)c1cc3c(cc1n2CC(CCCCCCCC)CCCCCCCCCC)c(=O)c1cc(-c2ccc(-c4c(OCCCCCCCC)c(OCCCCCCCC)c(-c5ccc(*)s5)c5nsnc45)s2)ccc1n3CC(CCCCCCCC)CCCCCCCCCC,0,0.0,0,0.0,0.3,-3.06,-5.31,*c1ccc(-c2c(OCCCCCCCC)c(OCCCCCCCC)c(-c3ccc(*)s3)c3nsnc23)s1,*c1ccc2c(c1)c(=O)c1cc3c(cc1n2CC(CCCCCCCC)CCCCCCCCCC)c(=O)c1cc(*)ccc1n3CC(CCCCCCCC)CCCCCCCCCC
10.1039/C3TC31630K,pdtdbp2t-C20,*c1ccc(-c2ccc(-c3sc(C4=C5C(=C(c6cc(CCCCCCCCCCCCCCCCCCCC)c(*)s6)c6ccccc65)c5ccccc54)cc3CCCCCCCCCCCCCCCCCCCC)s2)s1,1,0.0,1,0.0,0.15,-3.4,-5.1,*c1ccc(-c2ccc(*)s2)s1,*c1sc(C2=C3C(=C(c4cc(CCCCCCCCCCCCCCCCCCCC)c(*)s4)c4ccccc43)c3ccccc32)cc1CCCCCCCCCCCCCCCCCCCC,pdtdbp2t-OD,*c1ccc(-c2ccc(-c3sc(C4=C5C(=C(c6cc(CC(CCCCCCCC)CCCCCCCCCC)c(*)s6)c6ccccc65)c5ccccc54)cc3CC(CCCCCCCC)CCCCCCCCCC)s2)s1,1,0.0,1,0.0,0.024,-3.4,-5.1,*c1ccc(-c2ccc(*)s2)s1,*c1sc(C2=C3C(=C(c4cc(CC(CCCCCCCC)CCCCCCCCCC)c(*)s4)c4ccccc43)c3ccccc32)cc1CC(CCCCCCCC)CCCCCCCCCC
10.1039/C3TC31630K,pdtdbp2t-C20,*c1ccc(-c2ccc(-c3sc(C4=C5C(=C(c6cc(CCCCCCCCCCCCCCCCCCCC)c(*)s6)c6ccccc65)c5ccccc54)cc3CCCCCCCCCCCCCCCCCCCC)s2)s1,1,0.0,1,0.0,0.15,-3.4,-5.1,*c1ccc(-c2ccc(*)s2)s1,*c1sc(C2=C3C(=C(c4cc(CCCCCCCCCCCCCCCCCCCC)c(*)s4)c4ccccc43)c3ccccc32)cc1CCCCCCCCCCCCCCCCCCCC,ipdtdbp2t-C16,*c1ccc2c(c1)C(c1ccc(CCCCCCCCCCCCCCCC)s1)=C1C2=C(c2ccc(CCCCCCCCCCCCCCCC)s2)c2cc(-c3ccc(-c4ccc(*)s4)s3)ccc21,0,0.0,1,0.0,0.19,-3.3,-5.0,*c1ccc(-c2ccc(*)s2)s1,*c1ccc2c(c1)C(c1ccc(CCCCCCCCCCCCCCCC)s1)=C1C2=C(c2ccc(CCCCCCCCCCCCCCCC)s2)c2cc(*)ccc21
10.1039/C3TC31630K,pdtdbp2t-C20,*c1ccc(-c2ccc(-c3sc(C4=C5C(=C(c6cc(CCCCCCCCCCCCCCCCCCCC)c(*)s6)c6ccccc65)c5ccccc54)cc3CCCCCCCCCCCCCCCCCCCC)s2)s1,1,0.0,1,0.0,0.15,-3.4,-5.1,*c1ccc(-c2ccc(*)s2)s1,*c1sc(C2=C3C(=C(c4cc(CCCCCCCCCCCCCCCCCCCC)c(*)s4)c4ccccc43)c3ccccc32)cc1CCCCCCCCCCCCCCCCCCCC,ipdtdbp2t-OD,*c1ccc2c(c1)C(c1ccc(CC(CCCCCCCC)CCCCCCCCCC)s1)=C1C2=C(c2ccc(CC(CCCCCCCC)CCCCCCCCCC)s2)c2cc(-c3ccc(-c4ccc(*)s4)s3)ccc21,0,0.0,1,0.0,0.15,-3.3,-5.0,*c1ccc(-c2ccc(*)s2)s1,*c1ccc2c(c1)C(c1ccc(CC(CCCCCCCC)CCCCCCCCCC)s1)=C1C2=C(c2ccc(CC(CCCCCCCC)CCCCCCCCCC)s2)c2cc(*)ccc21
10.1039/C3TC31630K,pdtdbp2t-OD,*c1ccc(-c2ccc(-c3sc(C4=C5C(=C(c6cc(CC(CCCCCCCC)CCCCCCCCCC)c(*)s6)c6ccccc65)c5ccccc54)cc3CC(CCCCCCCC)CCCCCCCCCC)s2)s1,1,0.0,1,0.0,0.024,-3.4,-5.1,*c1ccc(-c2ccc(*)s2)s1,*c1sc(C2=C3C(=C(c4cc(CC(CCCCCCCC)CCCCCCCCCC)c(*)s4)c4ccccc43)c3ccccc32)cc1CC(CCCCCCCC)CCCCCCCCCC,ipdtdbp2t-C16,*c1ccc2c(c1)C(c1ccc(CCCCCCCCCCCCCCCC)s1)=C1C2=C(c2ccc(CCCCCCCCCCCCCCCC)s2)c2cc(-c3ccc(-c4ccc(*)s4)s3)ccc21,0,0.0,1,0.0,0.19,-3.3,-5.0,*c1ccc(-c2ccc(*)s2)s1,*c1ccc2c(c1)C(c1ccc(CCCCCCCCCCCCCCCC)s1)=C1C2=C(c2ccc(CCCCCCCCCCCCCCCC)s2)c2cc(*)ccc21
10.1039/C3TC31630K,pdtdbp2t-OD,*c1ccc(-c2ccc(-c3sc(C4=C5C(=C(c6cc(CC(CCCCCCCC)CCCCCCCCCC)c(*)s6)c6ccccc65)c5ccccc54)cc3CC(CCCCCCCC)CCCCCCCCCC)s2)s1,1,0.0,1,0.0,0.024,-3.4,-5.1,*c1ccc(-c2ccc(*)s2)s1,*c1sc(C2=C3C(=C(c4cc(CC(CCCCCCCC)CCCCCCCCCC)c(*)s4)c4ccccc43)c3ccccc32)cc1CC(CCCCCCCC)CCCCCCCCCC,ipdtdbp2t-OD,*c1ccc2c(c1)C(c1ccc(CC(CCCCCCCC)CCCCCCCCCC)s1)=C1C2=C(c2ccc(CC(CCCCCCCC)CCCCCCCCCC)s2)c2cc(-c3ccc(-c4ccc(*)s4)s3)ccc21,0,0.0,1,0.0,0.15,-3.3,-5.0,*c1ccc(-c2ccc(*)s2)s1,*c1ccc2c(c1)C(c1ccc(CC(CCCCCCCC)CCCCCCCCCC)s1)=C1C2=C(c2ccc(CC(CCCCCCCC)CCCCCCCCCC)s2)c2cc(*)ccc21
10.1039/C3TC31630K,ipdtdbp2t-C16,*c1ccc2c(c1)C(c1ccc(CCCCCCCCCCCCCCCC)s1)=C1C2=C(c2ccc(CCCCCCCCCCCCCCCC)s2)c2cc(-c3ccc(-c4ccc(*)s4)s3)ccc21,0,0.0,1,0.0,0.19,-3.3,-5.0,*c1ccc(-c2ccc(*)s2)s1,*c1ccc2c(c1)C(c1ccc(CCCCCCCCCCCCCCCC)s1)=C1C2=C(c2ccc(CCCCCCCCCCCCCCCC)s2)c2cc(*)ccc21,ipdtdbp2t-OD,*c1ccc2c(c1)C(c1ccc(CC(CCCCCCCC)CCCCCCCCCC)s1)=C1C2=C(c2ccc(CC(CCCCCCCC)CCCCCCCCCC)s2)c2cc(-c3ccc(-c4ccc(*)s4)s3)ccc21,0,0.0,1,0.0,0.15,-3.3,-5.0,*c1ccc(-c2ccc(*)s2)s1,*c1ccc2c(c1)C(c1ccc(CC(CCCCCCCC)CCCCCCCCCC)s1)=C1C2=C(c2ccc(CC(CCCCCCCC)CCCCCCCCCC)s2)c2cc(*)ccc21
10.1039/C3sc50245g,PII2T,*c1ccc2c(c1)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)c2cc(-c3ccc(-c4ccc(*)s4)s3)ccc21,1,0.0,1,0.01,1.44,-3.7,-5.42,*c1ccc(-c2ccc(*)s2)s1,*c1ccc2c(c1)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)c2cc(*)ccc21,PCII2T,*c1ccc(-c2ccc(-c3cc4c(cc3Cl)/C(=C3\C(=O)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)c5cc(*)c(Cl)cc53)C(=O)N4CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)s2)s1,1,0.0,1,0.62,0.5,-3.86,-5.64,*c1ccc(-c2ccc(*)s2)s1,*c1cc2c(cc1Cl)/C(=C1\C(=O)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)c3cc(*)c(Cl)cc31)C(=O)N2CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC
10.1039/C3sc50245g,PII2T,*c1ccc2c(c1)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)c2cc(-c3ccc(-c4ccc(*)s4)s3)ccc21,1,0.0,1,0.01,1.44,-3.7,-5.42,*c1ccc(-c2ccc(*)s2)s1,*c1ccc2c(c1)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)c2cc(*)ccc21,PCII2Se,*c1ccc(-c2ccc(-c3cc4c(cc3Cl)/C(=C3\C(=O)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)c5cc(*)c(Cl)cc53)C(=O)N4CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)[se]2)[se]1,1,0.0,1,0.72,1.05,-3.84,-5.57,*c1ccc(-c2ccc(*)[se]2)[se]1,*c1cc2c(cc1Cl)/C(=C1\C(=O)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)c3cc(*)c(Cl)cc31)C(=O)N2CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC
10.1039/C3sc50245g,PCII2T,*c1ccc(-c2ccc(-c3cc4c(cc3Cl)/C(=C3\C(=O)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)c5cc(*)c(Cl)cc53)C(=O)N4CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)s2)s1,1,0.0,1,0.62,0.5,-3.86,-5.64,*c1ccc(-c2ccc(*)s2)s1,*c1cc2c(cc1Cl)/C(=C1\C(=O)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)c3cc(*)c(Cl)cc31)C(=O)N2CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC,PCII2Se,*c1ccc(-c2ccc(-c3cc4c(cc3Cl)/C(=C3\C(=O)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)c5cc(*)c(Cl)cc53)C(=O)N4CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)[se]2)[se]1,1,0.0,1,0.72,1.05,-3.84,-5.57,*c1ccc(-c2ccc(*)[se]2)[se]1,*c1cc2c(cc1Cl)/C(=C1\C(=O)N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)c3cc(*)c(Cl)cc31)C(=O)N2CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC
10.1039/C5CC01021G,PITET-Yuning,*c1ccc2c(c1)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCCCCCCCCCC)c2cc3c(cc21)N(CCCCCCCCCCCC)C(=O)/C3=C1/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c2cc(-c3ccc(/C=C/c4ccc(*)s4)s3)ccc21,1,0.0,1,0.075,0.1,-3.7,-5.71,*c1ccc(/C=C/c2ccc(*)s2)s1,*c1ccc2c(c1)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCCCCCCCCCC)c2cc3c(cc21)N(CCCCCCCCCCCC)C(=O)/C3=C1/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c2cc(*)ccc21,NBDOPV-BT,*c1ccc2c(c1)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCCCCCCCCCC)c2cc3c(cc21)N(CCCCCCCCCCCC)C(=O)/C3=C1/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c2cc(-c3ccc(-c4ccc(*)s4)s3)ccc21,1,0.0,1,0.088,0.19,-3.71,-5.6,*c1ccc(-c2ccc(*)s2)s1,*c1ccc2c(c1)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCCCCCCCCCC)c2cc3c(cc21)N(CCCCCCCCCCCC)C(=O)/C3=C1/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c2cc(*)ccc21
10.1039/C5CC02104A,P-29-IID-TVT,*c1ccc2c(c1)N(CCCCCCC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCCCCC(CCCCCCCCCC)CCCCCCCCCCCC)c2cc(-c3ccc(/C=C/c4ccc(*)s4)s3)ccc21,1,0.0,1,0.0,2.13,-3.82,-5.25,*c1ccc(/C=C/c2ccc(*)s2)s1,*c1ccc2c(c1)N(CCCCCCC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCCCCC(CCCCCCCCCC)CCCCCCCCCCCC)c2cc(*)ccc21,P-29-IID-SVS,*c1ccc2c(c1)N(CCCCCCC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCCCCC(CCCCCCCCCC)CCCCCCCCCCCC)c2cc(-c3ccc(/C=C/c4ccc(*)[se]4)[se]3)ccc21,1,0.0,1,0.0,5.83,-3.87,-5.22,*c1ccc(/C=C/c2ccc(*)[se]2)[se]1,*c1ccc2c(c1)N(CCCCCCC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C2=C1/C(=O)N(CCCCCCC(CCCCCCCCCC)CCCCCCCCCCCC)c2cc(*)ccc21
10.1039/C5CC03917G,PINDFTT,*c1ccc2c(c1)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C(=O)/C2=C1/C(=O)Oc2c1ccc1c3c(ccc21)/C(=C1\C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c2cc(-c4cc5sc(*)cc5s4)ccc21)C(=O)O3,1,0.0,1,0.14,0.12,-3.79,-5.76,*c1cc2sc(*)cc2s1,*c1ccc2c(c1)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C(=O)/C2=C1/C(=O)Oc2c1ccc1c3c(ccc21)/C(=C1\C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c2cc(*)ccc21)C(=O)O3,PINDFBT,*c1ccc2c(c1)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C(=O)/C2=C1/C(=O)Oc2c1ccc1c3c(ccc21)/C(=C1\C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c2cc(-c4ccc(-c5ccc(*)s5)s4)ccc21)C(=O)O3,1,0.0,1,0.5,0.51,-3.84,-5.65,*c1ccc(-c2ccc(*)s2)s1,*c1ccc2c(c1)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C(=O)/C2=C1/C(=O)Oc2c1ccc1c3c(ccc21)/C(=C1\C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c2cc(*)ccc21)C(=O)O3
10.1039/C5PY01488C,PTII-T,*c1ccc(-c2cc3c(Cl)c4c(cc3s2)/C(=C2\C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3c2cc2sc(*)cc2c3Cl)C(=O)N4CC(CCCCCCCC)CCCCCCCCCC)s1,1,0.0,0,0.029,0.018,-4.17,-5.73,*c1ccc(*)s1,*c1cc2c(Cl)c3c(cc2s1)/C(=C1\C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c2c1cc1sc(*)cc1c2Cl)C(=O)N3CC(CCCCCCCC)CCCCCCCCCC,ClTBIID-TVT(PTII-TVT-8),*c1cc(CCCCCCCC)c(/C=C/c2sc(-c3cc4c(Cl)c5c(cc4s3)/C(=C3\C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c4c3cc3sc(*)cc3c4Cl)C(=O)N5CC(CCCCCCCC)CCCCCCCCCC)cc2CCCCCCCC)s1,1,0.0,1,0.004,0.037,-4.0,-5.35,*c1cc(CCCCCCCC)c(/C=C/c2sc(*)cc2CCCCCCCC)s1,*c1cc2c(Cl)c3c(cc2s1)/C(=C1\C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c2c1cc1sc(*)cc1c2Cl)C(=O)N3CC(CCCCCCCC)CCCCCCCCCC
10.1039/C5PY01500F,PVDTOI-DTE,*c1ccc2c(c1)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C2=C\c1ccc(/C=C/c2ccc(/C=C3\C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c4cc(-c5ccc(/C=C/c6ccc(*)s6)s5)ccc43)s2)s1,1,0.0,1,0.0,0.35,-3.34,-5.41,*c1ccc(/C=C/c2ccc(*)s2)s1,*c1ccc2c(c1)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C2=C\c1ccc(/C=C/c2ccc(/C=C3\C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c4cc(*)ccc43)s2)s1,PVDTOI-DSE,*c1ccc2c(c1)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C2=C\c1ccc(/C=C/c2ccc(/C=C3\C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c4cc(-c5ccc(/C=C/c6ccc(*)[se]6)[se]5)ccc43)s2)s1,1,0.0,1,0.0,0.037,-3.62,-5.4,*c1ccc(/C=C/c2ccc(*)[se]2)[se]1,*c1ccc2c(c1)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C2=C\c1ccc(/C=C/c2ccc(/C=C3\C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c4cc(*)ccc43)s2)s1
10.1039/C5RA26227E,PPQx2T-BT-24,*c1ccc(-c2ccc(-c3ccc(-c4nc5cc6c(cc5n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c4=O)nc(-c4ccc(*)s4)c(=O)n6CC(CCCCCCCCCC)CCCCCCCCCCCC)s3)s2)s1,1,0.0,1,0.00428,0.000522,-3.59,-5.54,*c1ccc(-c2ccc(*)s2)s1,*c1ccc(-c2nc3cc4c(cc3n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c2=O)nc(-c2ccc(*)s2)c(=O)n4CC(CCCCCCCCCC)CCCCCCCCCCCC)s1,PPQx2T-TT-24,*c1ccc(-c2nc3cc4c(cc3n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c2=O)nc(-c2ccc(-c3cc5sc(*)cc5s3)s2)c(=O)n4CC(CCCCCCCCCC)CCCCCCCCCCCC)s1,1,0.0,1,0.0482,0.00395,-3.52,-5.54,*c1cc2sc(*)cc2s1,*c1ccc(-c2nc3cc4c(cc3n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c2=O)nc(-c2ccc(*)s2)c(=O)n4CC(CCCCCCCCCC)CCCCCCCCCCCC)s1
